author,creator,titles,dates,publishers,languages,subjects,descriptions,earliest_year,latest_year,Frequency
Thomas Hardy,"['Hardy, Thomas,1840-1928.Far from the madding crowd.', 'Hardy, Thomas,1840-1928.', 'Hardy, Thomas,1840-1928.', 'Hardy, Thomas,1840-1928.', 'Hardy, Thomas,1840-1928.Under the greenwood tree.', 'Hardy, Thomas,1840-1928.Return of the native.', 'Hardy, Thomas,1840-1928.', 'Hardy, Thomas,1840-1928.Far from the madding crowd.']", '[\'Thomas Hardy : far from the madding crowd /\', "Tess of the d\'Urbervilles /", \'Yuletide in a younger world /\', \'Far from the madding crowd /\', \'Under the greenwood tree notes\', "Brodie\'s notes on Thomas Hardy\'s The return of the native /", \'A pair of blue eyes\', \'Far from the madding crowd, Thomas Hardy guide\']', "[1988.0, 2012.0, 1927.0, 1895.0, 1981.0, 1989.0, 1982.0, 1987.0]","['London : Penguin,', '[London?] : Bounty Books,', 'London, ', 'London Osgood, McIlvaine', 'Harlow Longman', 'Basingstoke : Macmillan,', 'Anthony Mott', 'London Letts']","['eng', 'eng', 'eng', 'eng', 'eng', 'eng', '   ', 'eng']","[nan, nan, nan, 'English fiction.', 'Hardy, Thomas, 1840-1928.', nan, nan, 'Hardy, Thomas, 1840-1928.']","[nan, nan, nan, nan, 'Bibliography: p71-72', nan, nan, nan]",1895.0,2012.0,8
Thomas Malcolm Muggeridge,"['Muggeridge, Thomas Malcolm.']", "['Affairs of the heart.']", [1949.0],"['London, ']",['eng'],[nan],[nan],1949.0,1949.0,1
Thomas Mann,"['Mann, Thomas,1875-1955.Selections.', 'Mann, Thomas,1875-1955.']", "['Zwischen den Zeilen Manuskriptänderungen bei Thomas Mann', 'Lotte in Weimar /']", "[1982.0, 1976.0]","['Berlin Erich Schmidt', 'Penguin']","['ger', 'eng']","['Mann, Thomas, 1875-1955.', nan]","[nan, nan]",1976.0,1982.0,2
Thomas Merton,"['Merton, Thomas,1915-1968.']", "['Conjectures of a guilty bystander']", [1968.0],['Burns & Oates'],['eng'],[nan],"['Originally published, Doubleday, 1966']",1968.0,1968.0,1
Thomas Raynesford Lounsbury,"['Lounsbury, Thomas Raynesford.']", "['The life and times of Tennyson (from 1809 to 1850.).']", [1915.0],"['New Haven & London,']",['eng'],[nan],[nan],1915.0,1915.0,1
Thornton Wilder,"['Wilder, Thornton,1897-1975.']", "['Narration : four lectures /']", [1972.0],"['Chicago, Ill. ; London : University of Chicago Press,']",['eng'],['Narration (Rhetoric)'],['Originally published: 1935.'],1972.0,1972.0,1
Tom Stoppard,"['Stoppard, Tom.']", "['Night and day']", [1979.0],['London Faber and Faber'],['eng'],[nan],"['Six men, 1 woman, 1 boy']",1979.0,1979.0,1
Tom Wolfe,"['Wolfe, Tom.', 'Wolfe, Tom.']", "['Radical Chic; &, Mau-mauing the Flak Catchers', 'The electric kool-aid acid test']", "[1971.0, 1969.0]","['New York London Bantam', 'London Weidenfeld & Nicolson']","['eng', 'eng']","[nan, 'Lysergic acid.']","['This collection originally published, New York: Farrar, Straus and Giroux, 1970; London: Joseph, 1971', 'Originally published, New York: Farrar, Straus & Giroux, 1968']",1969.0,1971.0,2
Tomas Transtromer,"['Tranströmer, Tomas,1931-']", "['Östersjöar : en dikt /']", [1974.0],"['Stockholm : Bonnier,']",['swe'],[nan],[nan],1974.0,1974.0,1
Toni Morrison,"['Morrison, Toni.']", "['The bluest eye']", [1979.0],['London Chatto and Windus'],['eng'],['English fiction.'],"['Originally published: New York : Holt Rinehart and Winston, 1970']",1979.0,1979.0,1
Tony Kushner,"['Kushner, Tony.']", "['Homebody/Kabul /']", [2002.0],"['London : Nick Hern Books,']",['eng'],[nan],[nan],2002.0,2002.0,1
Tony Mitton,"['Mitton, Tony.']", "['Flashing fire engines.']", [2003.0],"["Macmillan Children's Books,"]",['eng'],[nan],[nan],2003.0,2003.0,1
Ulf Lundell,"['Lundell, Ulf.']", "['Sömnen : roman /']", [1983.0],"['Stockholm : Wahlström & Widstrand,']",['swe'],[nan],[nan],1983.0,1983.0,1
Upton Sinclair,"['Sinclair, Upton,1878-1968.']", "['What Didymus did.']", [1954.0],"['London,']",['eng'],[nan],[nan],1954.0,1954.0,1
Ursula Bloom,"['Bloom, Ursula.', 'Bloom, Ursula.', 'Bloom, Ursula.', 'Bloom, Ursula.', 'Bloom, Ursula.', 'Bloom, Ursula.', 'Bloom, Ursula.', 'Bloom, Ursula.', 'Bloom, Ursula.', 'Bloom, Ursula.', 'Bloom, Ursula.', 'Bloom, Ursula.', 'Bloom, Ursula.', 'Bloom, Ursula.']", '[\'The Cypresses grow dark.\', \'The first Elizabeth. [A novel based on the life of Queen Elizabeth I.]\', \'Pastoral.\', "The hunter\'s moon", \'The silver ring\', \'Yesterdays tomorrow\', \'The mightier sword. [An autobiography. With a portrait.]\', \'The cactus has courage.\', \'The old Adam.\', \'Youth at the gate /\', \'Three sons\', \'Perchance to dream\', "Adam\'s daughter.", \'Eleanor Jowitt, antiques.\']', "[1932.0, 1953.0, 1934.0, 1979.0, 1984.0, 1968.0, 1966.0, 1961.0, 1967.0, 1959.0, 1964.0, 1982.0, 1947.0, 1950.0]","['London, ', 'London, ', 'London, ', 'Bath Chivers', 'Bath Chivers', 'Hutchinson', 'London, ', 'London, ', 'London, ', 'London, ', 'Bath Chivers', 'Bath Chivers', 'London, ', 'London, ']","['eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, 'Originally published: London: Hutchinson, 1969', 'Originally published: London : Hutchinson, 1956', nan, nan, nan, nan, nan, 'Originally published: London : Macdonald, 1946', 'Originally published: London : Hutchinson, 1971', nan, nan]",1932.0,1984.0,14
V. Gordon Childe,"['Childe, V. Gordon(Vere Gordon),1892-1957.', 'Childe, V. Gordon(Vere Gordon),1892-1957.', 'Childe, V. Gordon(Vere Gordon),1892-1957.']", "['What happened in history /', 'Social evolution. (Based on a series of lectures delivered at the University of Birmingham in 1947-8 under the Josiah Mason lectureship founded by the Rationalist Press Association.).', 'Prehistoric Scotland.']", "[1954.0, 1951.0, 1940.0]","['Harmondsworth : Penguin Books,', 'London, ', 'London, ']","['eng', 'eng', 'eng']","['History.', nan, nan]","['"A study of the rise and decline of cultural and moral values in the Old World up to the fall of the Roman empire."', nan, nan]",1940.0,1954.0,3
V. S. Naipaul,"['Naipaul, V. S.(Vidiadhar Surajprasad),1932-', 'Naipaul, V. S.(Vidiadhar Surajprasad),1932-', 'Naipaul, V. S.(Vidiadhar Surajprasad),1932-']", "['The loss of El Dorado : a colonial history /', 'Magic seeds : a novel /', 'Finding the centre two narratives']", "[2001.0, 2004.0, 1984.0]","['London : Picador,', 'Leicester : W.F. Howes,', 'London Deutsch']","['eng', 'eng', 'eng']","[nan, 'Identity (Psychology)', 'Authors, Trinidadian']","['With an index.', 'Standard print ed. originally published : London : Picador, 2004.', nan]",1984.0,2004.0,3
Vance Bourjaily,"['Bourjaily, Vance,1922-2010.', 'Bourjaily, Vance,1922-2010.']", "['Brill among the ruins', 'The violated /']", "[1973.0, 1969.0]","['London Sphere', 'London : Corgi,']","['eng', 'eng']","[nan, nan]","['Originally published, New York: Dial Press, 1970; London: W.H. Allen, 1971', nan]",1969.0,1973.0,2
Ved Mehta,"['Mehta, Ved,1934-', 'Mehta, Ved,1934-']", "['The stolen light', 'The ledge between the streams']", "[1989.0, 1984.0]","['London Collins', 'London Pan']","['eng', 'eng']","['Blind', 'Blind children']","[nan, 'Originally published: New York: Norton ; London: Harvill, 1984']",1984.0,1989.0,2
Vera Brittain,"['Brittain, Vera,1893-1970.', 'Brittain, Vera,1893-1970.']", '[\'"One of these little ones" ... (a plea to parents and others for Europe\\\'s children.).\', \'Seed of chaos: what mass bombing really means /\']', "[1943.0, 1944.0]","['[London] ], ', 'London, ']","['eng', 'eng']","[nan, nan]","[nan, nan]",1943.0,1944.0,2
Vernon Coleman,"['Coleman, Vernon.', 'Coleman, Vernon.']", "['We love cats /', 'Why everything is going to get worse before it gets better : (and what you can do about it) /']", "[2002.0, 2004.0]","['Barnstaple : Chilton Designs,', 'Barnstaple : Blue Books,']","['eng', 'eng']","['Cats', nan]","[nan, nan]",2002.0,2004.0,2
Victor Hugo,"['Hugo, Victor,1802-1885.', 'Hugo, Victor,1802-1885.', 'Hugo, Victor,1802-1885.', 'Hugo, Victor,1802-1885.']", "['Bug-Jargal /', 'Poésies de Victor Hugo.', 'Le grand imagier Victor Hugo', 'Han of Iceland /']", "[1895.0, 1828.0, 1985.0, 1888.0]","['London,', 'Bruxelles,', 'Paris Flammarion', 'London,']","['eng', 'fre', 'fre', 'eng']","[nan, nan, 'Authors, French', nan]","[nan, nan, 'Bibliography: p. 270', nan]",1828.0,1985.0,4
Virgil I. Grissom,"['Grissom, Virgil I.']", '["Gemini; a personal account of Man\'s venture into space"]', [1968.0],"['New York, Macmillan ; London : Collier-Macmillan,']",['eng'],['Project Gemini (U.S.)'],[nan],1968.0,1968.0,1
Virginia Woolf,"['Woolf, Virginia,1882-1941.', 'Woolf, Virginia,1882-1941.', 'Woolf, Virginia,1882-1941.']", "['The works of Virginia Woolf.', 'Mrs. Dalloway /', 'Night and day /']", "[1932.0, 1928.0, 1990.0]","['London,', 'New York Random House', 'London : Hogarth Press,']","['eng', 'eng', 'eng']","[nan, 'English fiction.', nan]","[nan, nan, 'Limited edition of 1000 copies']",1928.0,1990.0,3
Vladimir Vladimirovich Nabokov,"['Nabokov, Vladimir Vladimirovich,1899-1977.', 'Nabokov, Vladimir Vladimirovich,1899-1977.', 'Nabokov, Vladimir Vladimirovich,1899-1977.', 'Nabokov, Vladimir Vladimirovich,1899-1977.']", "['Laughter in the dark /', 'The eye /', 'Stikhi [of] Vladimir Nabokov', 'The real life of Sebastian Knight /']", "[1991.0, 1972.0, 1979.0, 2001.0]","['New York : New Directions,', 'London :  Panther, ', 'Ann Arbor Ardis', 'London : Penguin Books,']","['eng', 'eng', 'rus', 'eng']","[nan, nan, 'Russian poetry.', 'Biographers']","[nan, nan, nan, 'Includes bibliographical references.']",1972.0,2001.0,4
W. Boyd Dawkins,"['Dawkins, W. Boyd(William Boyd),1837-1929.']", "['Cave hunting']", [1973.0],['Wakefield E.P. Publishing'],['eng'],"['Man, Prehistoric']",['Includes index'],1973.0,1973.0,1
W. G. Archer,"['Archer, W. G.(William George),1907-1979.']", "['The dove and the leopard. More uraon poetry.']", [1948.0],"['Bombay, ']",['eng'],[nan],[nan],1948.0,1948.0,1
Wallace Ford,"['Ford, Wallace.']", "['Showdown in high valley /']", [1989.0],"['London : Robert Hale,']",['eng'],[nan],[nan],1989.0,1989.0,1
Walt Disney,"['Disney, Walt,1901-1966.', 'Disney, Walt,1901-1966.']", '[\'Walt Disney nursery rhymes\', "Mickey\'s Toontown tunes."]', "[1973.0, 1996.0]","['London Purnell', 'Loughborough : Ladybird,']","['eng', 'eng']","['Nursery rhymes.', nan]","[nan, nan]",1973.0,1996.0,2
Walt Whitman,"['Whitman, Walt,1819-1892.', 'Whitman, Walt,1819-1892.']", '[\'Leaves of grass. Selected from the complete edition. [With a portrait.]\', "Walt Whitman\'s drum taps."]', "[1916.0, 1865.0]","['London,', 'New-York,']","['eng', 'eng']","[nan, nan]","[nan, 'Signed by the author.']",1865.0,1916.0,2
Walter Bagehot,"['Bagehot, Walter,1826-1877.', 'Bagehot, Walter,1826-1877.']", '["Physics and politics or, Thoughts on the application of the principles of \'natural selection\' and \'inheritance\' to political society", \'Lombard Street : a description of the money market /\']', "[1971.0, 1999.0]","['Farnborough Gregg', 'New York ; Chichester : Wiley,']","['eng', 'eng']","['Political sociology.', 'Finance']","['Facsimile reprint of 1st ed., London: King, 1872', 'Facsim. reprint. Originally published: New York: Scribner, Armstrong, 1873.']",1971.0,1999.0,2
Walter Crane,"['Crane, Walter,1845-1915.', 'Crane, Walter,1845-1915.']", '["Red Riding Hood\'s picture book, containing Little Red Riding Hood. Jack and the beanstalk. The forty thieves with original coloured pictures & some new additions.", \'The adventures of Robin Hood /\']', "[1899.0, 1994.0]","['London,', 'London : D. Campbell,']","['eng', 'eng']","[nan, nan]","[nan, 'First published: 1956']",1899.0,1994.0,2
Walter Hill,"['Hill, Walter.']", "['What housing costs /']", [1945.0],"['London, ']",['eng'],[nan],[nan],1945.0,1945.0,1
Walter Kempowski,"['Kempowski, Walter.']", "['Herzlich willkommen Roman']", [1984.0],['München Knaus'],['ger'],[nan],[nan],1984.0,1984.0,1
Walter Lippmann,"['Lippmann, Walter,1889-1974.']", "['U.S. foreign policy: Shield of the republic.']", [1943.0],"['London,']",['eng'],[nan],[nan],1943.0,1943.0,1
Walter Savage Landor,"['Landor, Walter Savage,1775-1864.', 'Landor, Walter Savage,1775-1864.', 'Landor, Walter Savage,1775-1864.']", "['Imaginary conversations.', 'A day-book of Walter Savage Landor /', 'To the Brugesses of Warwick.']", "[1906.0, 1919.0, 1949.0]","['London & New York, ', 'Oxford, ', 'Oxford, ']","['eng', 'eng', 'eng']","[nan, nan, nan]","['v. 1.  Classical dialogues. -- v. 2.  Dialogues of sovereigns and statesmen.', nan, nan]",1906.0,1949.0,3
Walter Scott,"['Scott, Walter,1771-1832.Border antiquities of England and Scotland.', 'Scott, Walter,1771-1832.', 'Scott, Walter,1771-1832,author.', 'Scott, Walter,1771-1832.', 'Scott, Walter,1771-1832.Ivanhoe.Italian.', 'Scott, Walter,1771-1832.', 'Scott, Walter,1771-1832.', 'Scott, Walter,1771-1832.', 'Scott, Walter,1771-1832.', 'Scott, Walter,1771-1832,author.', 'Scott, Walter,1771-1832.', 'Scott, Walter,1771-1832.', 'Scott, Walter,1771-1832.', 'Scott, Walter,1771-1832.', 'Scott, Walter,1771-1832,author.', 'Scott, Walter,1771-1832.', 'Scott, Walter,1771-1832.', 'Scott, Walter,1771-1832.Talisman.French.', 'Scott, Walter,1771-1832.', 'Scott, Walter,1771-1832.', 'Scott, Walter,1771-1832.', 'Scott, Walter,1771-1832.', 'Scott, Walter,1729-1799,author.', 'Scott, Walter,1771-1832.', 'Scott, Walter,1771-1832.', 'Scott, Walter,1771-1832.', 'Scott, Walter,1771-1832.', 'Scott, Walter,1771-1832.', 'Scott, Walter,1771-1832.', 'Scott, Walter,1771-1832.', 'Scott, Walter,1771-1832.', 'Scott, Walter,1771-1832.', 'Scott, Walter,1771-1832.', 'Scott, Walter,1771-1832.', 'Scott, Walter,1771-1832.', 'Scott, Walter,1771-1832.', 'Scott, Walter,1771-1832.', 'Scott, Walter,1771-1832.', 'Scott, Walter,1771-1832.', 'Scott, Walter,1771-1832.', 'Scott, Walter,1771-1832.', 'Scott, Walter,1771-1832.', 'Scott, Walter,1771-1832.', 'Scott, Walter,1771-1832.', 'Scott, Walter,1771-1832.', 'Scott, Walter,1771-1832.', 'Scott, Walter,1771-1832.', 'Scott, Walter,1771-1832.', 'Scott, Walter,1771-1832.', 'Scott, Walter,1771-1832.', 'Scott, Walter,1771-1832.', 'Scott, Walter,1771-1832.']", '[\'nan\', \'A second letter to the editor of the Edinburgh Weekly Journal, from Malachi Malagrowther, Esq. on the proposed change of currency, and other late alterations, as they affect, or are intended to affect, the kingdom of Scotland.\', \'nan\', \'Guy Mannering, astrologue, nouvelle écossaise /\', \'Waverley e Ivanhoe /\', "Waverley; or, \'Tis sixty years since /", \'Guy Mannering; or, The astrologer. [With notes.]\', \'The lay of the last minstrel. Cantos I and II. With introduction and notes.\', \'El Castillo de Kenilworth; ó, Los privados rivales en el reinado de Isabel de Inglaterra /\', \'nan\', \'Quentin Durward.\', \'Redgauntlet /\', \'Der Alterthümler /\', \'The black dwarf /\', \'nan\', \'Waverley : eller, Skottland för 80 år sedan.\', \'Midlothians hjärta /\', \'nan\', \'Kenilworth /\', \'Waverley, oder So wars vor sechzig Jahren. Aus dem englischen des Walter Scott. Vollständig übertragen und mit Anmerkungen begleitet.\', "Paul\'s letters to his kinsfolk /", \'Peveril of the Peak.\', \'nan\', "St. Ronan\'s well : with the author\'s last notes and additions.", \'Rob-Roy : novela escrita en Inglés /\', \'Les Aventures de Nigel /\', \'Tales of a grandfather ... Third series.\', \'Description of the regalia of Scotland /\', \'Poetical works.\', \'Scottish reprints. The lady of the lake. The lord of the isles. The lay of the last minstrel; and Marmion; a tale of Flodden field. With poems, notes, &c.\', \'Ivanhoe, ou, Le retour du Croisé /\', \'Life of Napoleon Bonaparte, etc. [A review.]\', \'Readings for the young, from the works of Sir Walter Scott, etc. [With engravings.]\', "Chants populaires des frontières méridionales de l\'Écosse /", \'Erzählungen eines Grossvaters : aus der schottischen Geschichte /\', \'Guy Mannering /\', \'Waverley novels\', \'The lord of the isles, Marmion and The lay of the last minstrel.\', "Scott\'s Kenilworth : with introduction and notes.", \'The lay of the last minstrel : including the original notes of the author, unabridged /\', \'Claverhouse /\', \'Anne of Geierstein ... /\', \'Crni Patuljak /\', \'Redgauntlet.\', \'St. Valentins dag, eller, Perths fagre mø ... /\', \'Ivanhoe /\', \'Bonaidean corrach Dhundiagh\', \'Ivanhoé, ou, A cruzada Britanica ... /\', \'Redgauntlet : histoire du XVIIIe siècle /\', \'The antiquary /\', \'The pirate /\', \'Old Kelso days with Scott. Illustrated with ... pen and ink sketches.\']', "[1826.0, 1816.0, 1964.0, 1831.0, 1829.0, 1874.0, 1831.0, 1933.0, 1906.0, 1828.0, 1901.0, 1826.0, 1926.0, 1904.0, 1825.0, 1816.0, 1831.0, 1832.0, 1858.0, 1822.0, 1830.0, 1819.0, 1869.0, 1868.0, 1820.0, 1827.0, 1848.0, 1826.0, 1828.0, 1901.0, 1851.0, 1885.0, 1902.0, 1905.0, 1906.0, 1927.0, 1956.0, 1960.0, 1860.0, 1987.0, 1860.0, 1838.0, 1836.0, 1822.0, 1898.0, 1932.0]","['Edinburgh printed at the Border Press, by James Ballantyne and Company. 1817', 'Edinburgh : Printed  for William Blackwood,', nan, 'Paris,', 'Firenze : Edizioni Casini,', 'Pest; London,', 'Edinburgh : A. & C. Black,', 'London,', 'Valencia imprenta de Gimeno', nan, 'Paris,', 'London : J.M. Dent & Co.,', 'Stuttgart Gebrüder Franck', 'Edinburgh : T.C. & E.C. Jack ;', nan, 'Stockholm : Z. Hæggström,', 'Stockholm : A. Bonniers Förlag,', nan, 'London : Adam and Charles Black,', 'Reutlingen,', 'Edinburgh,', 'Edinburgh : A. & C. Black,', nan, "Paris : Baudry's Foreign Library,", 'Madrid : Librería Espa~nola,', 'Paris,', 'Edinburgh,', 'Edinburgh : J. Ballantyne & Co.,', 'London,', 'London,', 'Paris,', 'Philadelphia; London,', 'Edinburgh : R. Cadell,', 'Paris : Charles Gosselin,', 'Stuttgart : Franckh,', 'Edinburgh : T.C. & E.C. Jack ;', 'New York D. Appleton', 'Glasgow,', 'London : Macmillan,', 'London : Cassell,', 'London ; Glasgow : Blackie,', 'London,', 'Zagreb,', 'London,', 'Kjøbenhavn : P.G. Philipsens Forlag,', 'Milano : Mondadori,', 'An Lochaber : [s.n.],', 'Lisboa : Typ. de Jose Baptista Morando,', 'Paris : Firmin Didot Frères,', 'Zwickau : Schumann,', 'London,', 'Kelso,']","['eng', 'eng', 'eng', 'fre', 'ita', 'eng', 'eng', 'eng', 'spa', 'eng', 'fre', 'eng', 'ger', 'eng', 'eng', 'swe', 'swe', 'fre', 'eng', 'ger', 'eng', 'eng', 'eng', 'eng', 'spa', 'fre', 'eng', 'eng', 'eng', 'eng', 'fre', 'eng', 'eng', 'fre', 'ger', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'hrv', 'eng', 'dan', 'ita', 'gla', 'por', 'fre', 'eng', 'eng', 'eng']","[nan, 'Banks and banking', nan, nan, nan, nan, nan, nan, nan, 'Jacobite Rebellion, 1745-1746', nan, 'Jacobites', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'Astrologers', 'Scottish fiction.', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","['Bookplate "Charles Ballantyne Yarrow" on the front pastedown. Below that is an armorial bookplate. The same armorial bookplate appears on the verso of the leaf preceding the title page. At the head of that leaf is a manuscript inscription "For William Scott Esq Younger of Raeburn from his affectionate cousin the author Abbotsford, Sept 1817". The title page has the manuscript signature of the recipient "W Scott".', 'Malachi Malagrowther is a pseudonym for Sir Walter Scott.', nan, nan, 'Translated from the English.', nan, nan, nan, nan, nan, nan, 'Includes bibliographical references (p. viii-ix).', nan, nan, 'Includes index.', nan, 'Translation of: Heart of Midlothian.', 'Ivanhoé -- Quentin Durward -- Le talisman.', 'Includes index.', nan, nan, 'Published anonymously, attributed to Sir Walter Scott.', '"Featuring stories by the world\'s greatest authors"--Cover.', nan, 'Translation of: Rob Roy.', 'Item records and volume number generated programmatically as part of an external digitisation project', 'With additional, engraved, titlepages.', 'Original paper wrappers.', nan, nan, nan, nan, nan, 'Translation of: The minstrelsy of Scotland.', '5 v. in 1.', nan, 'Author : Sir Walter Scott', nan, nan, nan, 'Excerpt from: Old Mortality.', nan, nan, nan, 'Translation of: The fair maid of Perth.', 'Translated from the English.', 'Original English text and parallel Gaelic translation.', 'Translation of: Ivanhoe.', 'Translation of: Redgauntlet.', '4 v. in 1', nan, nan]",1816.0,1987.0,46
